,Label
191855,0
350318,0
297802,0
204193,0
243994,0
458250,1
348687,0
558591,0
213305,0
194570,0
391294,0
89462,0
197012,0
546093,0
406227,0
27379,0
38875,0
424603,0
472637,0
169549,0
137313,0
17579,0
520334,0
373473,0
258905,0
476829,0
175945,0
357385,0
333465,0
234502,0
385642,1
209374,0
193177,0
454639,0
23846,0
415769,0
53308,1
526473,0
451114,0
40363,0
361064,0
418540,0
394513,0
123562,0
342585,0
481202,0
484811,0
428763,0
541685,0
238253,0
383531,0
402603,0
41245,0
406806,0
341537,0
172185,0
480601,0
249764,0
294504,0
560792,0
538329,0
34578,0
280707,0
312261,0
439221,0
344635,0
516725,0
9839,0
299479,1
54834,0
384650,0
372368,0
71596,0
56909,0
18551,0
175675,0
539874,0
60623,0
490400,0
424668,0
19843,0
64780,0
121612,0
539062,0
339029,0
423746,0
412200,0
161555,0
540482,0
184634,0
365489,0
67442,0
80778,0
460606,0
548863,0
520808,0
340549,0
28900,0
105488,0
398915,0
252573,0
271458,0
382869,0
126290,0
395950,0
364623,0
243438,0
509047,0
479811,0
163838,0
9622,0
180714,0
285399,0
393665,0
392283,0
217582,0
516921,0
79156,0
173708,0
174448,0
486977,0
104498,0
351426,0
304976,0
8157,0
96463,0
468628,0
571079,0
450495,0
346546,0
184148,0
403790,0
92008,0
239366,0
31952,0
552845,0
531045,0
164048,0
299127,0
375961,0
68084,0
504427,0
253559,0
387365,0
315624,0
487704,0
140629,0
214646,0
411409,0
457815,0
527600,0
547390,0
233368,0
282124,0
446033,0
511986,0
303095,0
259550,0
58137,0
204226,0
551994,0
499931,0
122286,0
398005,0
475192,0
97675,0
223356,0
92947,0
388179,0
470492,0
39751,0
191381,0
456427,0
395909,0
116088,0
469918,0
438291,0
183432,0
86940,0
46760,0
413032,0
85126,0
558488,0
372574,0
188733,0
487698,0
193605,0
106877,0
143043,0
35458,0
424920,0
166908,0
203977,0
77715,0
330153,0
134779,0
408656,0
403539,0
438404,0
204833,0
28477,0
327436,0
228640,0
114093,0
517499,0
425429,0
564639,0
310067,0
358682,1
205891,0
101299,0
47541,0
494466,0
260220,0
25267,0
382331,0
10723,0
572325,0
549803,0
459781,0
215949,0
421531,0
398612,0
318120,0
419279,0
310748,0
426873,0
424894,0
344791,0
212567,0
517964,0
174055,0
404039,0
425086,0
556496,0
492445,0
485124,0
312802,0
44270,0
358788,0
348014,0
115808,0
76767,0
569330,0
69358,0
104683,0
137308,0
129140,0
285760,0
76819,0
26115,0
486848,0
289255,0
70399,0
544165,0
567293,0
217411,0
12726,0
162634,0
46994,0
267698,0
229606,0
355747,0
198668,0
310249,0
243048,0
124959,0
328332,0
231232,0
478824,0
562166,0
203055,0
293808,0
426240,0
86883,0
506640,0
348265,0
402165,0
240662,0
110668,0
111515,0
353468,0
34021,0
14413,0
190449,0
131600,0
182661,0
82849,0
489015,0
105799,0
371511,0
340920,0
554519,0
363079,1
68576,0
154865,0
76116,0
342968,0
232766,0
172266,0
80231,0
395672,0
502703,0
323210,0
254492,0
466787,0
439302,0
504790,0
325211,0
393141,0
77088,0
196705,1
46023,0
341131,0
185856,0
494281,0
286233,0
275308,0
538212,0
190553,0
356247,0
253348,0
388230,0
228610,0
569395,0
122949,0
64232,0
328732,0
161550,0
282553,0
246918,0
470571,0
60429,0
561770,0
266448,0
405467,0
432852,0
412822,0
332350,0
488301,0
533509,0
289630,0
171857,0
115833,0
514398,0
199948,0
270924,0
181135,0
278887,0
455736,0
145347,0
513102,0
1825,0
23086,1
94321,0
172278,0
560172,0
269700,0
331924,0
74032,0
306979,0
393060,0
1650,0
363505,1
234321,0
27346,0
124997,0
418522,0
150877,0
448483,0
196247,0
325216,0
8806,0
82066,0
357630,0
460818,0
272097,0
166525,0
392247,0
81570,0
274246,0
509332,0
343467,0
348647,0
569545,0
484856,0
287054,0
427710,0
453299,0
60244,0
374199,0
451808,0
54249,0
21906,0
164324,0
249031,0
506557,0
497911,0
453988,0
486703,0
19286,0
278380,0
31916,0
302100,1
497787,0
381592,0
62401,1
59906,0
104559,0
191944,0
45989,0
511593,0
184429,0
209803,0
523066,0
81007,0
342261,0
297540,0
251936,0
504734,0
487577,0
225935,0
498098,0
491651,0
54001,0
449544,0
553971,0
289350,0
217929,0
144841,0
17059,0
33923,0
416183,0
481791,0
27411,0
524274,0
296496,0
340628,0
572896,0
381034,0
30996,0
80015,0
500202,0
420980,0
475233,0
144136,0
434643,0
339821,0
407313,0
152451,0
395470,0
434803,1
543840,0
563398,0
482754,0
408926,0
303410,0
1408,0
449144,0
238023,0
309098,0
32748,0
286307,0
40576,1
393131,0
34620,0
523595,0
433940,0
431764,1
107489,0
113546,0
429412,0
136300,0
292681,0
208769,0
491672,0
210203,0
337104,0
340454,0
40436,0
195110,0
407704,0
352846,0
300330,0
166277,1
315748,0
1401,0
403440,0
423637,0
323258,0
75134,0
225158,0
258846,0
362216,0
427925,0
249825,0
243701,0
377539,0
396620,0
572739,0
270665,0
108995,0
55556,0
320178,0
455423,0
574833,0
369027,0
59266,0
467352,0
215145,0
104862,0
385552,0
249372,0
194521,0
520775,0
189294,0
308596,0
371083,0
344044,0
197813,0
9760,0
234108,0
445189,0
184300,0
99678,1
104737,0
6331,0
226284,0
343710,0
539391,0
171821,0
248292,0
27661,0
58277,0
542614,0
438619,0
260710,0
98345,0
253055,0
454001,0
203381,0
100523,0
281184,0
382688,0
244589,0
275571,0
339458,0
468544,0
453377,0
314061,0
485307,0
22079,0
111370,0
505516,0
297378,0
262115,0
487678,0
355045,0
479151,0
420887,0
307606,1
540247,0
400706,0
379159,0
515308,0
258223,0
567187,0
151372,0
387300,0
141622,0
518095,0
19882,0
14200,0
169869,0
520983,0
214104,0
108690,0
228955,0
133754,0
296611,0
508170,0
364229,0
75995,1
22649,0
319032,0
435538,0
233183,0
145844,0
75076,0
190785,0
79148,0
34766,0
158818,0
284260,0
362998,0
149177,0
293156,0
97123,0
134686,0
556583,0
22070,0
232,0
353484,0
82788,0
274997,0
467704,0
516833,0
99890,0
38097,0
272245,0
550829,0
58329,0
86183,0
134264,0
301892,0
568447,0
177387,0
264295,0
229470,0
275746,0
279518,0
71664,0
88256,0
303904,0
133263,0
202055,0
347532,0
342160,0
371471,0
444275,0
109367,0
70405,0
278603,0
385591,0
251876,0
91431,0
462143,0
444245,0
226568,0
43125,0
2521,0
30228,0
321980,0
74855,0
349320,0
554372,0
405885,0
297313,0
247408,0
338181,0
87173,0
122830,0
528445,0
54255,0
380576,0
257781,0
413764,0
403268,0
179226,0
155607,0
236784,0
16019,0
176355,0
423822,0
507858,0
336300,0
508403,0
27011,0
19741,0
86656,0
559151,0
220786,0
25544,0
42398,0
375518,0
353160,0
195798,0
318516,0
199406,0
8149,0
507718,0
226716,0
401210,0
28797,0
319155,0
247321,0
347424,0
94299,0
108819,0
163789,0
452612,0
470603,0
436052,0
219524,0
108429,0
402549,0
234639,0
492873,0
352702,0
314787,0
519190,0
397975,0
443904,0
389965,0
540326,0
229879,0
263532,0
566248,0
453334,0
240455,0
17489,0
378710,0
64788,0
357985,0
572608,0
422941,0
198157,0
15358,1
74164,0
534112,0
520833,0
304689,0
110440,0
245559,0
502873,0
33451,0
509222,0
492075,0
212620,0
30941,0
530751,0
365327,0
64024,0
431294,0
126268,0
176902,0
400373,0
342126,0
235083,0
206689,0
276665,0
305621,0
207895,0
157739,0
205203,0
400046,0
503717,0
562949,0
513430,0
570153,0
311039,0
215428,0
343318,0
42276,0
165283,0
339913,0
77834,0
167282,0
431919,0
244600,0
243517,0
515938,0
201614,0
116358,0
321985,0
162681,0
365232,0
254531,0
283102,0
296494,0
437227,0
261349,0
146107,0
291556,0
547079,0
413975,0
303242,0
101481,0
198291,0
228120,0
55977,0
437673,0
130327,0
310766,0
56389,0
55406,0
220125,0
427678,0
512971,0
106372,0
516115,0
398066,0
572203,0
269149,0
272657,0
558137,0
267686,0
538316,0
514569,0
410844,0
393090,1
417185,0
99943,0
470473,0
80073,0
113103,0
479637,0
177267,0
429629,0
514025,0
171810,0
313344,0
142340,0
26434,0
401262,0
453713,0
511543,0
486651,0
17176,0
516854,0
568875,0
235664,0
86179,0
263289,0
362378,1
98636,0
111753,0
484614,0
127615,0
78504,0
77027,0
537945,0
448728,0
242781,0
210572,0
331064,0
390736,0
170571,0
303984,0
127677,0
459779,0
534409,0
306383,0
210999,0
217235,0
202858,0
340741,0
353690,0
41830,0
97664,0
60680,0
52059,0
528198,0
177931,0
8719,0
531211,0
343607,0
172859,1
488227,0
22283,0
26086,0
3851,0
442191,0
112284,0
562628,0
559107,0
563113,0
228029,0
259903,0
56139,0
458928,0
173686,0
365531,0
507126,0
197745,0
112624,0
535117,0
310013,0
259090,0
524172,0
3783,0
349832,0
15787,0
294086,0
503148,0
386525,0
35410,0
542290,0
44861,0
220468,0
105189,0
524536,0
283455,0
89280,0
118056,0
255392,0
474979,0
117993,0
1167,0
155542,0
51427,0
523353,0
556204,0
518077,0
524484,0
540979,0
433391,0
287037,0
574941,0
368648,0
559761,0
208660,0
225054,0
25340,0
111233,0
209594,0
303264,0
336993,0
188519,0
208244,0
547783,0
139062,0
529199,0
51537,0
21440,0
159632,0
322310,0
33396,0
331317,0
294752,0
513313,0
184192,0
36639,0
102609,0
93081,0
322418,0
54198,0
193226,0
449851,0
278903,0
264882,0
16328,0
350582,0
296226,0
110118,0
464929,0
21577,0
65959,0
537641,0
37595,0
73053,0
331200,0
339435,0
377892,0
3345,0
329552,0
395377,0
410538,0
447193,0
264072,0
276587,0
49693,0
178620,0
414564,0
317567,0
566335,0
30154,0
261267,0
516265,0
466774,0
166628,0
539270,0
37682,0
511872,0
468323,0
264631,0
77320,0
494465,0
144619,0
146287,0
521527,0
438222,0
433960,0
462608,0
193836,0
79245,0
330559,0
448395,0
306571,0
310271,0
226348,0
281410,0
138666,0
510385,0
486667,0
26068,0
235222,0
477254,0
34323,0
528838,0
78469,0
249256,0
420108,0
77866,0
338560,0
341712,0
65671,0
260714,0
479432,0
482953,0
559984,0
309578,0
358182,0
148242,0
364812,0
134765,0
383691,0
80992,0
205985,0
500069,0
545833,0
267384,0
263378,0
322996,0
184039,0
444076,0
314044,0
322669,0
29054,0
234361,0
116355,0
101089,0
905,0
169651,0
202272,0
12009,0
350788,0
10335,1
390941,0
24323,0
95861,0
312788,0
137492,0
91552,0
126232,0
436570,0
270118,0
415286,0
114426,0
387916,0
412703,0
83612,0
270525,0
321845,0
193638,0
547203,0
373873,0
268575,0
521029,0
189735,0
492822,0
368906,0
94158,0
78509,0
141885,0
211166,1
431198,0
121659,0
355171,0
556516,0
521166,0
113721,0
551286,0
562723,0
325717,0
137984,0
297539,0
316985,0
467482,0
41192,0
53515,0
263908,0
241842,0
521516,0
130909,0
61450,0
42738,0
402197,0
210304,0
527994,0
130316,0
570227,0
189687,0
416590,0
334538,0
228560,0
342494,1
499675,0
519587,0
399416,0
156038,0
495827,0
257007,0
257844,0
11305,0
140976,0
323262,0
533617,0
259626,0
19775,0
419422,0
6504,0
421362,0
258326,1
147465,0
253735,0
509070,0
394617,0
527243,0
469575,0
88155,0
541813,0
479972,0
207137,0
508369,0
557602,0
538042,0
119689,0
443019,0
527188,0
14221,0
9244,0
375911,0
316160,0
324638,0
298863,0
179973,0
312416,0
317328,0
434322,0
523932,0
314405,0
567373,0
122128,0
70758,0
169794,0
315691,0
118929,0
478338,0
233732,0
562516,0
1991,0
371963,0
126787,0
10317,0
435225,0
213396,0
293409,0
423044,0
205536,0
416406,1
199685,0
181995,0
477052,0
234572,0
196069,0
534546,0
301025,0
332707,0
258063,0
412248,0
356154,0
350778,0
69222,0
165844,0
509720,0
97531,0
471542,0
360875,1
390290,0
311920,0
68632,0
406967,0
305485,0
478850,0
98968,0
129823,0
229812,0
257688,0
436967,0
238577,0
507214,0
73127,0
248206,0
300588,0
11275,0
106414,0
550046,0
508580,0
216496,0
135354,0
48179,0
51279,0
516100,0
71857,0
201506,0
116354,0
290620,0
85684,0
522140,0
5003,0
35368,0
132769,0
291228,0
398827,0
4073,1
138761,0
452402,0
245849,0
291833,0
484937,0
51831,0
453008,0
109641,0
439605,0
550110,0
163863,0
398741,0
475903,0
547637,0
352106,0
79225,0
11509,0
419078,0
222975,0
76598,0
113265,0
560290,0
541213,0
264717,0
451793,0
236911,0
514682,0
179710,0
451896,0
1993,0
249595,0
304187,0
492624,0
499805,0
146127,0
39016,0
209607,0
212686,0
467654,0
230400,0
203304,0
6245,0
497921,0
437742,0
90428,0
208661,0
87223,0
126010,0
384501,0
256485,0
557142,0
211331,0
10561,0
230892,0
196407,0
507441,0
419634,0
350046,0
161387,0
304993,0
270658,0
506436,0
502840,0
198561,0
270137,0
198661,1
187846,0
467664,0
351636,0
424585,0
182469,0
553238,0
326290,0
558985,0
402778,0
545252,0
227976,0
484469,0
267252,0
417099,0
194373,1
197889,0
156810,0
393551,0
534953,0
542867,0
165077,1
126677,0
547566,0
419050,0
195519,0
347750,0
366764,0
222642,1
135825,1
423507,0
533693,0
535646,0
526581,0
356864,0
296206,0
625,0
33739,0
92766,0
10837,0
109643,0
53286,0
88204,0
151215,0
412452,0
276958,0
303516,0
164351,0
82636,1
111294,0
151479,0
243150,0
568013,0
44246,0
76642,0
239496,0
220002,0
35702,0
288042,0
442816,0
452501,0
75208,0
260266,0
208619,1
236484,0
247724,0
396807,0
226771,0
74413,0
353662,0
490270,0
320269,0
247731,0
574073,0
292479,0
14963,0
242236,0
270654,0
371006,0
291846,0
152052,0
7308,0
14467,0
64516,0
247854,0
429485,0
388069,0
111202,0
47875,0
125003,0
184598,0
106365,0
300644,0
167265,0
508599,0
474472,0
374536,0
157695,0
16756,0
168630,0
37437,0
388359,0
269410,0
5331,0
536649,0
417962,0
227289,0
39712,0
81669,0
539415,0
401002,0
197025,0
184447,0
529886,0
25991,0
338489,0
459895,0
89742,0
364599,0
263690,0
550038,0
365866,0
123572,0
318663,0
461903,0
216216,0
411307,0
8812,0
473220,0
393170,0
450135,0
178455,0
146195,0
87569,0
306594,1
348721,0
435678,0
175565,0
52125,1
101007,0
325307,0
290956,0
270687,0
201786,0
346654,0
112733,0
288033,0
227890,0
171339,0
293445,0
63448,0
80822,0
3369,0
201534,0
286911,0
263452,0
418952,0
37781,0
464376,1
431870,0
486486,0
262866,0
317467,0
343188,0
238230,0
365015,0
394181,0
79586,0
562099,0
527187,0
250678,0
202071,0
7283,0
225592,0
218586,0
140460,0
258479,0
565819,0
216283,0
151845,0
293562,0
171246,0
93329,0
240720,0
24301,0
181754,0
391021,0
110655,0
177802,0
429199,0
362519,0
394679,0
237556,0
351834,0
294471,0
157445,0
24868,0
275967,0
197458,0
220916,0
317925,0
49081,0
135015,0
254584,0
200135,0
202744,0
277038,0
317253,0
230514,0
281594,0
561188,0
380094,0
9589,0
309895,0
72970,0
211739,0
360084,0
41515,0
219371,0
161619,0
330702,0
475248,0
305849,0
404047,0
94149,0
274763,0
40999,0
563217,0
431752,0
284201,0
146,0
506759,0
225089,0
119088,0
535868,0
451411,0
340263,0
231696,0
167851,0
285654,0
270545,0
366780,0
168481,0
387861,0
533573,0
131740,0
46602,0
90260,0
136240,0
429913,0
41758,0
105994,0
102722,0
419731,0
536281,0
365174,0
275579,0
266826,0
461551,0
398549,0
10602,0
326129,0
190398,0
381842,0
509085,0
77724,0
448585,0
387813,0
106623,0
452850,0
133066,0
180544,0
101133,0
217295,0
314901,0
271911,0
60155,0
168114,0
345468,0
379487,0
409032,0
152174,0
465741,0
480184,0
560957,0
59580,1
170793,0
305447,0
21108,0
372205,0
361405,0
550116,0
529650,0
158070,0
50191,0
172703,0
400004,0
49644,0
322368,0
394868,0
170234,0
378620,0
179077,0
306897,0
241647,0
404847,0
364938,0
32266,0
186018,0
416084,0
282081,0
62587,0
132859,0
352626,0
456739,0
331904,0
378442,0
148669,0
118018,0
181348,0
458159,0
328718,0
149190,0
277477,0
57127,0
186813,0
515436,0
177032,0
191734,0
281790,0
43378,0
522695,0
538944,0
30556,0
151245,0
501864,0
466179,0
300760,0
572163,0
419336,0
286979,0
272600,0
493183,0
141645,0
476473,0
298685,0
243549,0
216987,0
527133,0
111147,0
148040,0
97643,0
27548,0
44714,0
134587,0
120009,0
247525,0
163184,0
566746,0
85924,0
97930,1
433715,0
278631,0
88179,0
497005,0
561285,0
556706,0
149241,0
17566,0
358765,0
26652,0
20651,0
336769,0
98661,0
401962,0
109676,0
533434,0
153791,0
458526,0
526052,0
530026,0
566481,0
35896,0
257400,0
354559,0
132322,0
340434,0
510496,0
109574,0
314688,0
559747,0
547205,0
166491,0
374608,0
373772,0
158749,0
375297,0
390564,0
208894,0
68314,0
270801,0
396637,0
329165,0
451187,0
164648,0
141628,0
549713,0
318781,0
79486,0
121731,0
466852,0
348472,0
506342,0
252837,0
49386,0
125634,0
540856,0
384463,0
402902,0
291144,0
324543,0
67611,0
396568,0
528255,0
512271,0
405984,1
133880,0
527646,0
275637,0
219643,0
535692,0
568325,0
350450,0
378955,0
465484,0
277878,0
332306,0
12287,0
393375,1
241398,0
210529,0
298552,1
23218,0
120949,0
424008,1
512490,0
175421,0
429264,0
205880,0
13657,1
11327,0
148268,0
300307,0
536613,0
49419,0
9426,0
444892,0
507670,0
283183,0
490766,0
177138,0
348668,0
372756,0
407476,0
37871,0
60060,0
438825,0
329017,1
480544,0
426154,0
280455,0
304595,0
9772,0
331008,0
98846,0
142323,0
513472,0
570584,0
103700,0
96330,0
481106,0
528437,0
332656,0
79144,0
158652,0
395126,0
508496,0
555805,0
546654,0
62883,0
207514,0
572986,0
140568,0
454527,0
109777,0
81845,0
374099,0
175501,0
457876,0
16773,0
495316,0
438556,0
480604,0
304269,0
227663,0
422897,0
242306,0
226806,0
14873,0
168904,0
111117,0
478350,0
63607,0
449618,0
17179,0
130236,0
171651,0
222892,0
176118,0
212187,0
34466,0
95767,0
1664,1
364960,0
73770,0
368460,0
39390,0
319630,0
100827,0
437477,0
480449,0
414892,0
171536,0
363348,0
240220,0
30061,0
8747,0
180738,0
328501,0
129375,1
371007,0
130780,0
367863,0
50368,0
317483,0
375294,0
158486,0
172110,0
222421,0
522429,0
440065,0
282094,0
366126,0
118975,0
544634,0
20292,1
331521,0
559926,0
233024,0
94416,0
439249,0
56908,0
391925,0
199800,0
266882,0
430343,0
88285,0
307691,0
16881,0
484270,0
552495,0
469046,0
36298,1
261003,0
144748,0
307434,0
182715,0
311859,0
428525,0
77380,0
316062,0
259476,0
80821,0
440207,0
502416,0
53222,0
161737,0
206850,0
233380,0
186773,0
261837,0
461685,0
192722,0
574553,0
293879,0
340390,0
518844,0
457907,0
196855,0
253510,1
257193,1
399855,0
177703,0
428263,0
454679,0
36820,0
363421,0
116420,0
54159,0
455987,0
572528,0
27924,0
89622,0
508661,0
529468,0
543664,0
271028,0
70829,0
557317,0
503162,0
427759,0
13373,0
540312,0
484782,0
120216,0
419906,0
112524,0
557422,0
31211,0
224434,0
90001,0
371054,0
22262,0
332747,0
483374,0
20946,0
323331,0
499447,0
175403,0
386103,0
214544,0
48552,0
119520,0
463028,0
319383,0
316148,0
473155,0
414468,0
241225,0
564132,0
33059,0
43518,0
523780,0
524820,0
116891,0
49638,0
260449,0
290412,0
18148,0
326545,0
321921,0
471962,0
257920,0
399413,0
24371,0
568305,0
329609,0
296595,0
476574,0
418497,0
422141,0
212256,0
289508,0
175247,0
206562,0
143554,0
207897,0
190786,0
293256,0
14948,0
571118,0
347030,0
119468,0
523695,0
140739,0
131023,0
76926,0
97919,0
208294,0
159514,1
96469,1
350789,0
183469,0
47500,0
329733,0
335674,0
523890,0
478148,0
168459,0
127600,0
93124,0
125219,0
64440,0
384674,0
573850,0
275162,0
494940,0
321891,0
244292,0
3105,1
233208,0
49902,0
507339,0
200504,0
572396,0
507818,0
444779,1
565323,0
200805,0
569922,0
226623,0
291286,0
316700,0
56848,0
2185,0
519422,0
509226,0
31215,0
147278,0
340259,0
397150,0
62746,0
354528,0
350447,0
243492,0
562367,0
384797,0
48876,0
145286,0
429050,0
10042,0
534548,0
310383,0
404237,0
265776,0
297471,0
267289,0
560134,0
14283,0
473601,0
406697,0
104887,0
381063,0
110234,0
130686,0
221396,0
539514,0
528231,0
425456,0
344455,0
44504,0
303274,0
111360,0
153015,1
284508,0
519769,0
430765,0
268695,0
517572,0
242265,0
446445,0
329216,0
551379,0
502619,0
138807,0
190687,0
11840,0
80196,0
393472,0
211172,0
124250,0
87190,0
341508,0
418925,0
96618,0
164407,0
346881,0
570674,0
19820,0
528529,0
239137,0
408551,0
443460,0
104749,0
362324,0
231665,0
441727,0
235415,0
521559,0
355629,0
166127,0
45335,0
321516,0
152464,0
120643,0
109612,0
124950,0
80651,0
186426,0
411724,0
214776,0
362972,0
574147,0
222718,0
51087,0
169326,0
439980,0
113695,0
68489,0
104186,0
515402,0
184924,0
196010,0
431272,0
243471,0
544164,0
485048,0
490389,0
514482,0
520900,0
120547,0
383103,0
406093,0
574884,0
319585,0
55331,0
341567,0
178799,0
291703,0
210804,0
88616,0
400070,0
80752,0
216506,0
333675,0
285780,0
284170,0
377193,0
309436,0
411179,0
184015,0
426896,1
174684,0
458026,0
274158,0
318529,0
95699,0
186881,0
278901,0
440806,0
164653,0
14920,0
248082,0
96467,0
533350,0
548473,0
143312,0
195645,0
462281,1
274574,0
50939,1
268204,0
194161,0
266079,0
462025,0
270006,0
451789,0
550013,0
14397,0
427309,0
222758,0
432173,0
348968,0
139710,0
128853,0
362961,0
512286,0
441556,0
385664,0
33916,0
304421,0
64980,0
307086,0
35901,0
272255,0
478482,0
98431,0
76176,0
21874,0
123792,0
216139,0
6877,0
223600,0
37946,0
258311,0
200928,0
504184,0
378918,0
352580,0
61173,0
161952,0
88988,0
349816,0
27015,0
249186,0
391378,0
383727,0
384822,0
252214,0
95484,0
416479,0
468669,0
191611,0
458149,0
470691,0
114295,1
276926,0
287250,0
125058,0
284028,0
208847,0
51303,0
307227,0
277219,0
75312,1
359795,0
447233,0
108028,0
419219,0
283761,0
269353,0
371219,0
213355,0
72435,0
349692,0
199558,0
262523,0
250939,0
226161,0
55836,0
462517,0
308913,0
475551,0
303910,0
338980,0
220676,0
574001,0
379698,0
543782,0
354650,0
309890,0
458589,0
2578,0
364925,0
124120,0
557255,0
390223,0
293571,0
398536,0
145209,0
535795,0
161934,0
151872,0
320690,0
218348,0
546237,0
543237,0
291380,0
345153,0
285702,0
546096,0
309784,0
295286,0
527892,0
127842,0
180707,0
263128,0
286556,0
13039,0
420583,0
176456,0
16980,0
476783,0
232949,1
562197,0
225775,0
234130,0
285839,0
120137,0
169067,0
437861,0
369017,0
414856,0
286293,0
324243,0
31002,0
474507,0
542060,0
401382,0
3434,0
59240,0
340206,0
563472,0
407592,0
